SensorDataId,ClientId,WorkState,AlarmState,Time,EW,Longitude,NS,Latitude,MagnetometerZ,BatteryVoltage,BatteryCurrent,BatteryLevel,SolarEnergyVoltage,SolarEnergyCurrent,ShipHeadDir,WindSpeed,WindPwr,WindDir,FlowSpeed,Visibility
316442,1905030001,5,0,2021/4/14 9:54,E,120.805418,N,31.99902,44,26.04,0,0,26.11,0,0,3.1,2,3,0.4584,10000
316439,1905030001,5,0,2021/4/14 9:48,E,120.805407,N,31.999006,43,26.06,0,0,26.1,0,231,4.1,3,3,0.6088,10000
316435,1905030001,1,0,2021/4/14 9:43,E,120.805406,N,31.999001,44,26.04,0,0,26.1,0,241,4.6,3,3,0.4944,10000
316431,1905030001,5,0,2021/4/14 9:37,E,120.805411,N,31.999012,45,26.04,0,0,26.11,0,182,4.5,3,3,0.508,10000
316427,1905030001,1,0,2021/4/14 9:31,E,120.805403,N,31.998996,43,26.04,0,0,26.08,0,146,4,3,3,0.5568,10000
316422,1905030001,1,0,2021/4/14 9:25,E,120.805409,N,31.999009,44,26.03,0,0,26.1,0,65,3.5,3,3,0.528,10000
316419,1905030001,5,0,2021/4/14 9:20,E,120.805407,N,31.999009,44,26.04,0,0,26.08,0,268,2.5,2,3,0.4368,10000
316415,1905030001,1,0,2021/4/14 9:14,E,120.805405,N,31.999004,45,26.06,0,0,26.08,0,214,3.7,3,3,0.4888,10000
316411,1905030001,5,0,2021/4/14 9:08,E,120.805409,N,31.999003,44,26.06,0,0,26.1,0,244,2.9,2,3,0.4296,10000
316407,1905030001,1,0,2021/4/14 9:02,E,120.805404,N,31.999002,44,26.04,0,0,26.1,0,44,4,3,3,0.4832,10000
316403,1905030001,1,0,2021/4/14 8:57,E,120.805399,N,31.998984,43,26.06,0,0,26.1,0,239,3.7,3,3,0.5424,10000
316399,1905030001,1,0,2021/4/14 8:51,E,120.805397,N,31.998992,43,26.06,0,0,26.1,0,296,4,3,3,0.5336,10000
316395,1905030001,1,0,2021/4/14 8:45,E,120.805393,N,31.998991,45,26.04,0,0,26.1,0,360,3.6,3,3,0.46,10000
316391,1905030001,1,0,2021/4/14 8:40,E,120.80539,N,31.998976,43,26.06,0,0,26.08,0,317,4.2,3,2,0.5688,10000
316387,1905030001,1,0,2021/4/14 8:34,E,120.8054,N,31.999001,43,26.04,0,0,26.1,0,352,3.5,3,2,0.6,10000
316383,1905030001,5,0,2021/4/14 8:28,E,120.80539,N,31.998989,43,26.04,0,0,26.1,0,286,3.8,3,3,0.4392,10000
316379,1905030001,1,0,2021/4/14 8:22,E,120.80539,N,31.998984,45,26.06,0,0,26.08,0,69,3.4,3,3,0.5656,10000
316375,1905030001,5,0,2021/4/14 8:17,E,120.805382,N,31.998979,44,26.06,0,0,26.1,0,202,4,3,2,0.4944,10000
316371,1905030001,1,0,2021/4/14 8:11,E,120.805387,N,31.998984,43,26.04,0,0,26.08,0,265,3.9,3,2,0.596,10000
316367,1905030001,1,0,2021/4/14 8:05,E,120.805386,N,31.998979,43,26.06,0,0,26.08,0,174,2.6,2,2,0.5504,10000
316363,1905030001,1,0,2021/4/14 7:59,E,120.805382,N,31.998972,45,26.04,0,0,26.08,0,360,4.7,3,3,0.492,10000
316359,1905030001,1,0,2021/4/14 7:54,E,120.805384,N,31.998975,43,26.07,0,0,26.1,0,97,3.7,3,3,0.484,10000
316355,1905030001,1,0,2021/4/14 7:48,E,120.805384,N,31.998983,42,26.06,0,0,26.08,0,360,4.5,3,3,0.5608,10000
316351,1905030001,1,0,2021/4/14 7:42,E,120.805377,N,31.998975,43,26.06,0,0,26.1,0,355,5.1,3,3,0.528,10000
316347,1905030001,1,0,2021/4/14 7:37,E,120.805374,N,31.998983,44,26.06,0,0,26.1,0,311,5.8,4,3,0.5232,10000
316343,1905030001,1,0,2021/4/14 7:31,E,120.805374,N,31.998985,44,26.06,0,0,26.08,0,198,2.6,2,3,0.5,10000
316339,1905030001,5,0,2021/4/14 7:25,E,120.80537,N,31.99899,44,26.06,0,0,26.07,0,233,3.5,3,3,0.3984,10000
316335,1905030001,5,0,2021/4/14 7:19,E,120.805359,N,31.99899,44,26.06,0,0,26.1,0,87,3.3,2,3,0.4784,10000
316331,1905030001,1,0,2021/4/14 7:14,E,120.805335,N,31.998995,43,26.07,0,0,26.1,0,326,4.6,3,3,0.5688,10000
316327,1905030001,1,0,2021/4/14 7:08,E,120.805328,N,31.999003,43,26.07,0,0,26.1,0,0,2.7,2,2,0.592,10000
316323,1905030001,1,0,2021/4/14 7:02,E,120.805306,N,31.999016,45,26.07,0,0,26.1,0,79,2.8,2,2,0.548,10000
316319,1905030001,5,0,2021/4/14 6:57,E,120.805283,N,31.99902,44,26.06,0,0,26.08,0,360,3,2,3,0.4496,10000
316315,1905030001,5,0,2021/4/14 6:51,E,120.805273,N,31.999018,44,26.07,0,0,26.07,0,210,2.7,2,3,0.4256,10000
316311,1905030001,5,0,2021/4/14 6:45,E,120.805271,N,31.999025,44,26.07,0,0,26.08,0,32,3.2,2,3,0.4704,10000
316307,1905030001,1,0,2021/4/14 6:39,E,120.805266,N,31.999031,44,26.07,0,0,26.07,0,360,3.1,2,3,0.4776,10000
316303,1905030001,1,0,2021/4/14 6:34,E,120.805245,N,31.999039,44,26.08,0,0,26.06,0,360,4.2,3,3,0.432,10000
316299,1905030001,5,0,2021/4/14 6:28,E,120.805229,N,31.99905,44,26.07,0,0,26.04,0,360,3.1,2,3,0.4192,10000
316295,1905030001,1,0,2021/4/14 6:22,E,120.805176,N,31.999064,44,26.07,0,0,26.03,0,158,4.3,3,3,0.4384,10000
316291,1905030001,1,0,2021/4/14 6:16,E,120.805142,N,31.999079,45,26.07,0,0,26.02,0,148,3.7,3,3,0.4296,10000
316287,1905030001,1,0,2021/4/14 6:11,E,120.805125,N,31.999079,44,26.07,0,0,23.85,0,359,3.4,3,2,0.5136,10000
316283,1905030001,1,0,2021/4/14 6:05,E,120.805108,N,31.999081,44,26.07,0,0,21.24,0,20,3.4,3,2,0.5304,10000
316279,1905030001,1,0,2021/4/14 5:59,E,120.805103,N,31.999082,44,26.07,0,0,19.93,0,334,3.3,2,2,0.5656,10000
316275,1905030001,5,0,2021/4/14 5:54,E,120.805111,N,31.999085,44,26.07,0,0,18.31,0,360,4.7,3,2,0.2688,10000
316271,1905030001,1,0,2021/4/14 5:48,E,120.805106,N,31.999089,44,26.08,0,0,16.57,0,360,3.5,3,2,0.5128,10000
316267,1905030001,1,0,2021/4/14 5:42,E,120.805089,N,31.999095,46,26.08,0,0,11.71,0,60,3.4,3,2,0.5608,10000
316263,1905030001,1,0,2021/4/14 5:36,E,120.805077,N,31.999094,45,26.08,0,0,6.16,0,311,3.7,3,2,0.5304,10000
316259,1905030001,1,0,2021/4/14 5:31,E,120.805073,N,31.99911,45,26.08,0,0,2.85,0,360,2.8,2,2,0.5144,10000
316255,1905030001,1,0,2021/4/14 5:25,E,120.805066,N,31.999107,44,26.1,0,0,1.53,0,51,3.1,2,2,0.5336,10000
316251,1905030001,1,0,2021/4/14 5:19,E,120.805059,N,31.999108,45,26.08,0,0,0.79,0,282,3.1,2,1,0.4488,10000
316247,1905030001,5,0,2021/4/14 5:13,E,120.805058,N,31.999106,45,26.08,0,0,0.27,0,360,4,3,1,0.4312,10000
316243,1905030001,5,0,2021/4/14 5:08,E,120.805053,N,31.999117,45,26.1,0,0,0.1,0,360,3.8,3,1,0.4536,10000
316239,1905030001,1,0,2021/4/14 5:02,E,120.805047,N,31.999121,44,26.08,0,0,0.08,0,360,3.7,3,1,0.5104,10000
316235,1905030001,1,0,2021/4/14 4:56,E,120.805043,N,31.999118,45,26.1,0,0,0.08,0,185,2.7,2,1,0.4496,10000
316231,1905030001,5,0,2021/4/14 4:51,E,120.805027,N,31.999116,45,26.08,0,0,0.08,0,360,3.3,2,2,0.508,10000
316227,1905030001,5,0,2021/4/14 4:45,E,120.805032,N,31.999124,44,26.1,0,0,0.08,0,360,4.3,3,1,0.432,10000
316223,1905030001,5,0,2021/4/14 4:39,E,120.805031,N,31.999125,44,26.1,0,0,0.06,0,360,3.3,2,1,0.4208,10000
316219,1905030001,5,0,2021/4/14 4:33,E,120.80503,N,31.999122,44,26.1,0,0,0.08,0,191,2.5,2,1,0.4192,10000
316215,1905030001,1,0,2021/4/14 4:28,E,120.805018,N,31.999116,44,26.11,0,0,0.08,0,1,3.2,2,1,0.404,10000
316211,1905030001,5,0,2021/4/14 4:22,E,120.805021,N,31.99912,44,26.1,0,0,0.08,0,240,2.5,2,1,0.3944,10000
316207,1905030001,5,0,2021/4/14 4:16,E,120.80502,N,31.999126,44,26.1,0,0,0.08,0,246,2.8,2,2,0.4144,10000
316203,1905030001,1,0,2021/4/14 4:11,E,120.805018,N,31.999131,45,26.11,0,0,0.08,0,360,3.3,2,1,0.3872,10000
316199,1905030001,1,0,2021/4/14 4:05,E,120.805016,N,31.999132,45,26.11,0,0,0.06,0,42,2.6,2,1,0.3968,10000
316195,1905030001,1,0,2021/4/14 3:59,E,120.805022,N,31.999142,44,26.11,0,0,0.08,0,164,2.5,2,1,0.428,10000
316191,1905030001,5,0,2021/4/14 3:53,E,120.805014,N,31.99914,44,26.11,0,0,0.08,0,280,2.8,2,1,0.372,10000
316187,1905030001,5,0,2021/4/14 3:48,E,120.805025,N,31.99915,45,26.1,0,0,0.08,0,360,1.9,2,1,0.3872,10000
316183,1905030001,1,0,2021/4/14 3:42,E,120.805023,N,31.999151,44,26.11,0,0,0.08,0,352,3.4,3,2,0.4696,10000
316179,1905030001,5,0,2021/4/14 3:36,E,120.805028,N,31.999151,43,26.11,0,0,0.06,0,106,2.9,2,2,0.4384,10000
316175,1905030001,5,0,2021/4/14 3:30,E,120.805021,N,31.999143,43,26.11,0,0,0.08,0,118,2.8,2,1,0.408,10000
316171,1905030001,1,0,2021/4/14 3:25,E,120.805011,N,31.999135,44,26.11,0,0,0.08,0,166,2.8,2,1,0.3872,10000
316167,1905030001,5,0,2021/4/14 3:19,E,120.805006,N,31.999131,44,26.11,0,0,0.08,0,136,1.7,2,1,0.38,10000
316163,1905030001,1,0,2021/4/14 3:13,E,120.805014,N,31.999135,43,26.13,0,0,0.06,0,360,1.7,2,1,0.4232,10000
316159,1905030001,1,0,2021/4/14 3:08,E,120.805017,N,31.999131,44,26.13,0,0,0.08,0,360,1.7,2,1,0.3856,10000
316155,1905030001,5,0,2021/4/14 3:02,E,120.805024,N,31.999133,44,26.13,0,0,0.08,0,360,1.2,1,1,0.3592,10000
316151,1905030001,5,0,2021/4/14 2:56,E,120.805024,N,31.999134,44,26.14,0,0,0.08,0,29,1.5,1,1,0.3808,10000
316147,1905030001,5,0,2021/4/14 2:50,E,120.80502,N,31.999134,44,26.14,0,0,0.08,0,5,2,2,1,0.4208,10000
316143,1905030001,5,0,2021/4/14 2:45,E,120.805018,N,31.999114,44,26.13,0,0,0.08,0,251,1.3,1,1,0.4032,10000
316139,1905030001,5,0,2021/4/14 2:39,E,120.80504,N,31.999111,44,26.13,0,0,0.08,0,219,1.3,1,1,0.4312,10000
316135,1905030001,1,0,2021/4/14 2:33,E,120.805044,N,31.999117,44,26.14,0,0,0.06,0,360,1.1,1,8,0.4424,10000
316131,1905030001,5,0,2021/4/14 2:27,E,120.805054,N,31.999114,44,26.13,0,0,0.08,0,338,1.5,1,1,0.4112,10000
316127,1905030001,5,0,2021/4/14 2:22,E,120.805062,N,31.999121,44,26.14,0,0,0.08,0,360,1.7,2,1,0.4344,10000
316123,1905030001,5,0,2021/4/14 2:16,E,120.805101,N,31.9991,44,26.13,0,0,0.08,0,333,1.1,1,1,0.416,10000
316119,1905030001,5,0,2021/4/14 2:10,E,120.805128,N,31.999072,44,26.14,0,0,0.08,0,360,2.4,2,1,0.4512,10000
316115,1905030001,5,0,2021/4/14 2:05,E,120.805156,N,31.999063,44,26.14,0,0,0.08,0,252,2.8,2,1,0.4192,10000
316111,1905030001,1,0,2021/4/14 1:59,E,120.805166,N,31.999062,45,26.14,0,0,0.06,0,360,2,2,1,0.3872,10000
316107,1905030001,5,0,2021/4/14 1:53,E,120.805191,N,31.999052,45,26.14,0,0,0.08,0,106,1.7,2,1,0.4496,10000
316103,1905030001,5,0,2021/4/14 1:47,E,120.805222,N,31.999039,44,26.14,0,0,0.06,0,292,2.1,2,1,0.424,10000
316099,1905030001,5,0,2021/4/14 1:42,E,120.805244,N,31.999031,45,26.15,0,0,0.08,0,360,2,2,1,0.4456,10000
316095,1905030001,5,0,2021/4/14 1:36,E,120.805273,N,31.999019,45,26.14,0,0,0.06,0,336,2.8,2,1,0.4584,10000
316091,1905030001,5,0,2021/4/14 1:30,E,120.805288,N,31.999018,44,26.15,0,0,0.08,0,15,2.8,2,2,0.428,10000
316087,1905030001,5,0,2021/4/14 1:25,E,120.805318,N,31.999009,45,26.15,0,0,0.08,0,104,2.5,2,3,0.4032,10000
316083,1905030001,1,0,2021/4/14 1:19,E,120.805328,N,31.999001,45,26.15,0,0,0.08,0,62,2.9,2,3,0.356,10000
316079,1905030001,5,0,2021/4/14 1:13,E,120.80535,N,31.999002,44,26.15,0,0,0.06,0,217,1.6,2,3,0.4216,10000
316075,1905030001,1,0,2021/4/14 1:07,E,120.805358,N,31.998996,44,26.15,0,0,0.08,0,245,3.5,3,3,0.452,10000
316071,1905030001,5,0,2021/4/14 1:02,E,120.805371,N,31.998995,44,26.15,0,0,0.08,0,360,4.5,3,3,0.3832,10000
316067,1905030001,5,0,2021/4/14 0:56,E,120.805378,N,31.99899,44,26.17,0,0,0.08,0,360,2.9,2,3,0.3768,10000
316063,1905030001,1,0,2021/4/14 0:50,E,120.805387,N,31.998996,44,26.17,0,0,0.08,0,217,2.4,2,3,0.5104,10000
316059,1905030001,1,0,2021/4/14 0:44,E,120.805386,N,31.998994,44,26.17,0,0,0.08,0,218,2.7,2,2,0.52,10000
316055,1905030001,1,0,2021/4/14 0:39,E,120.805392,N,31.998994,44,26.17,0,0,0.08,0,360,4.1,3,3,0.456,10000
316051,1905030001,1,0,2021/4/14 0:33,E,120.805396,N,31.998996,43,26.17,0,0,0.08,0,303,4.2,3,3,0.4528,10000
316047,1905030001,1,0,2021/4/14 0:27,E,120.805399,N,31.998984,43,26.17,0,0,0.08,0,167,2.6,2,3,0.4376,10000
316043,1905030001,5,0,2021/4/14 0:22,E,120.805403,N,31.998996,45,26.17,0,0,0.08,0,163,3.1,2,3,0.4192,10000
316039,1905030001,5,0,2021/4/14 0:16,E,120.805402,N,31.998992,44,26.17,0,0,0.08,0,342,3.1,2,3,0.4856,10000
316035,1905030001,1,0,2021/4/14 0:10,E,120.805402,N,31.998997,44,26.18,0,0,0.08,0,256,2.4,2,3,0.4848,10000
316031,1905030001,5,0,2021/4/14 0:04,E,120.805406,N,31.998998,43,26.17,0,0,0.08,0,223,2.3,2,3,0.4864,10000
316027,1905030001,1,0,2021/4/13 23:59,E,120.805408,N,31.999005,44,26.17,0,0,0.09,0,356,2.2,2,3,0.5376,10000
316023,1905030001,1,0,2021/4/13 23:53,E,120.805412,N,31.998998,44,26.17,0,0,0.08,0,181,2.8,2,3,0.544,10000
316019,1905030001,5,0,2021/4/13 23:47,E,120.805399,N,31.99897,42,26.18,0,0,0.08,0,154,2.1,2,3,0.508,10000
316015,1905030001,1,0,2021/4/13 23:41,E,120.805406,N,31.99899,44,26.18,0,0,0.08,0,162,4,3,3,0.496,10000
316011,1905030001,5,0,2021/4/13 23:36,E,120.80541,N,31.998995,44,26.18,0,0,0.08,0,170,3.4,3,3,0.5336,10000
316007,1905030001,1,0,2021/4/13 23:30,E,120.805393,N,31.998967,43,26.18,0,0,0.08,0,237,2.5,2,3,0.4784,10000
316003,1905030001,5,0,2021/4/13 23:24,E,120.805405,N,31.998997,44,26.17,0,0,0.08,0,217,2.5,2,3,0.4704,10000
315999,1905030001,5,0,2021/4/13 23:19,E,120.805417,N,31.999017,44,26.18,0,0,0.08,0,20,2.3,2,2,0.4864,10000
315995,1905030001,1,0,2021/4/13 23:13,E,120.80541,N,31.998999,45,26.19,0,0,0.08,0,205,3.7,3,3,0.5816,10000
315991,1905030001,1,0,2021/4/13 23:07,E,120.805412,N,31.999001,43,26.19,0,0,0.08,0,73,2.5,2,2,0.5496,10000
315987,1905030001,1,0,2021/4/13 23:01,E,120.805406,N,31.998994,44,26.19,0,0,0.08,0,231,2.4,2,3,0.5976,10000
315983,1905030001,1,0,2021/4/13 22:56,E,120.805407,N,31.999003,44,26.19,0,0,0.08,0,285,3.3,2,2,0.5456,10000
315979,1905030001,1,0,2021/4/13 22:50,E,120.805413,N,31.999009,44,26.18,0,0,0.08,0,204,4.2,3,3,0.5784,10000
315975,1905030001,1,0,2021/4/13 22:44,E,120.805409,N,31.998988,44,26.19,0,0,0.08,0,210,3.5,3,2,0.556,10000
315971,1905030001,1,0,2021/4/13 22:39,E,120.805402,N,31.998979,44,26.19,0,0,0.08,0,104,3,2,3,0.5272,10000
315967,1905030001,5,0,2021/4/13 22:33,E,120.80541,N,31.998993,44,26.19,0,0,0.08,0,339,2.9,2,2,0.4792,10000
315963,1905030001,1,0,2021/4/13 22:27,E,120.805396,N,31.998969,43,26.21,0,0,0.08,0,143,2.7,2,3,0.588,10000
315959,1905030001,5,0,2021/4/13 22:21,E,120.805393,N,31.998965,43,26.19,0,0,0.09,0,360,2.9,2,3,0.4504,10000
315955,1905030001,1,0,2021/4/13 22:16,E,120.8054,N,31.998982,43,26.19,0,0,0.08,0,288,2.8,2,2,0.5696,10000
315951,1905030001,5,0,2021/4/13 22:10,E,120.805397,N,31.998966,43,26.21,0,0,0.08,0,149,3.3,2,2,0.4712,10000
315947,1905030001,1,0,2021/4/13 22:04,E,120.80541,N,31.998992,44,26.19,0,0,0.09,0,360,3.4,3,2,0.5712,10000
315943,1905030001,1,0,2021/4/13 21:58,E,120.805402,N,31.998983,43,26.19,0,0,0.08,0,360,2.6,2,2,0.612,10000
315939,1905030001,1,0,2021/4/13 21:53,E,120.8054,N,31.998976,43,26.22,0,0,0.09,0,179,3.9,3,3,0.5024,10000
315935,1905030001,5,0,2021/4/13 21:47,E,120.805404,N,31.998987,44,26.21,0,0,0.08,0,136,3.6,3,3,0.3792,10000
315931,1905030001,1,0,2021/4/13 21:41,E,120.8054,N,31.998984,43,26.19,0,0,0.09,0,360,3.9,3,3,0.5952,10000
315927,1905030001,5,0,2021/4/13 21:36,E,120.805398,N,31.998986,43,26.21,0,0,0.08,0,9,4.2,3,3,0.5328,10000
315923,1905030001,1,0,2021/4/13 21:30,E,120.805393,N,31.998982,45,26.21,0,0,0.08,0,360,3.7,3,2,0.5888,10000
315919,1905030001,1,0,2021/4/13 21:24,E,120.805396,N,31.998988,44,26.21,0,0,0.08,0,312,3.8,3,2,0.6176,10000
315915,1905030001,1,0,2021/4/13 21:18,E,120.805386,N,31.998963,44,26.22,0,0,0.09,0,42,4.2,3,1,0.6264,10000
315911,1905030001,5,0,2021/4/13 21:13,E,120.805387,N,31.99897,43,26.21,0,0,0.08,0,101,3.9,3,2,0.5024,10000
315907,1905030001,1,0,2021/4/13 21:07,E,120.805387,N,31.998958,42,26.22,0,0,0.09,0,196,3.8,3,2,0.6008,10000
315903,1905030001,5,0,2021/4/13 21:01,E,120.805392,N,31.998968,45,26.22,0,0,0.08,0,200,3.1,2,2,0.4696,10000
315899,1905030001,5,0,2021/4/13 20:55,E,120.805394,N,31.998974,43,26.22,0,0,0.08,0,360,3.9,3,2,0.4752,10000
315895,1905030001,5,0,2021/4/13 20:50,E,120.805395,N,31.998981,44,26.21,0,0,0.08,0,360,3.9,3,2,0.504,10000
315891,1905030001,1,0,2021/4/13 20:44,E,120.80539,N,31.998969,44,26.24,0,0,0.08,0,347,4.2,3,2,0.5832,10000
315887,1905030001,1,0,2021/4/13 20:38,E,120.805389,N,31.99897,43,26.24,0,0,0.09,0,180,4,3,2,0.6112,10000
315883,1905030001,1,0,2021/4/13 20:33,E,120.80539,N,31.998971,44,26.24,0,0,0.08,0,229,3.2,2,2,0.5648,10000
315879,1905030001,1,0,2021/4/13 20:27,E,120.805379,N,31.998959,43,26.24,0,0,0.09,0,301,3.4,3,2,0.5624,10000
315875,1905030001,5,0,2021/4/13 20:21,E,120.805386,N,31.998977,43,26.24,0,0,0.08,0,220,2.1,2,2,0.428,10000
315871,1905030001,1,0,2021/4/13 20:15,E,120.805383,N,31.99898,45,26.24,0,0,0.09,0,67,3.6,3,2,0.532,10000
315867,1905030001,1,0,2021/4/13 20:10,E,120.805376,N,31.998971,44,26.24,0,0,0.09,0,27,4.9,3,2,0.5488,10000
315862,1905030001,1,0,2021/4/13 20:04,E,120.805364,N,31.998969,44,26.24,0,0,0.09,0,207,3.9,3,2,0.576,10000
315859,1905030001,1,0,2021/4/13 19:58,E,120.805363,N,31.998961,44,26.24,0,0,0.08,0,360,2.8,2,2,0.5288,10000
315855,1905030001,1,0,2021/4/13 19:53,E,120.805362,N,31.998964,43,26.25,0,0,0.09,0,360,4.1,3,2,0.568,10000
315851,1905030001,5,0,2021/4/13 19:47,E,120.805354,N,31.998969,44,26.24,0,0,0.09,0,250,2.9,2,2,0.452,10000
315846,1905030001,1,0,2021/4/13 19:41,E,120.805351,N,31.998967,43,26.25,0,0,0.09,0,151,3.6,3,2,0.544,10000
315843,1905030001,5,0,2021/4/13 19:35,E,120.805351,N,31.998981,43,26.25,0,0,0.09,0,360,4.4,3,2,0.3824,10000
315840,1905030001,5,0,2021/4/13 19:30,E,120.805335,N,31.998974,43,26.24,0,0,0.08,0,142,3.8,3,2,0.4096,10000
315836,1905030001,5,0,2021/4/13 19:24,E,120.805324,N,31.998978,43,26.25,0,0,0.09,0,222,3.5,3,2,0.5,10000
315832,1905030001,1,0,2021/4/13 19:18,E,120.805317,N,31.998985,44,26.25,0,0,0.09,0,105,2.8,2,3,0.5656,10000
315828,1905030001,1,0,2021/4/13 19:12,E,120.805298,N,31.998983,43,26.26,0,0,0.1,0,212,3.5,3,2,0.5168,10000
315823,1905030001,1,0,2021/4/13 19:07,E,120.805287,N,31.998994,44,26.26,0,0,0.09,0,177,4.4,3,3,0.5496,10000
315820,1905030001,1,0,2021/4/13 19:01,E,120.80527,N,31.999004,43,26.25,0,0,0.1,0,148,3.1,2,2,0.528,10000
315816,1905030001,1,0,2021/4/13 18:55,E,120.805253,N,31.998998,45,26.26,0,0,0.1,0,360,3.6,3,2,0.5752,10000
315813,1905030001,1,0,2021/4/13 18:50,E,120.805249,N,31.999001,45,26.26,0,0,0.12,0,207,2.9,2,2,0.5328,10000
315809,1905030001,1,0,2021/4/13 18:44,E,120.805239,N,31.999008,43,26.26,0,0,0.19,0,360,3.6,3,2,0.544,10000
315805,1905030001,1,0,2021/4/13 18:38,E,120.805222,N,31.999021,44,26.26,0,0,0.56,0,170,3.1,2,2,0.6272,10000
315801,1905030001,1,0,2021/4/13 18:32,E,120.805209,N,31.999021,44,26.26,0,0,2.33,0,207,2.4,2,2,0.5152,10000
315797,1905030001,1,0,2021/4/13 18:27,E,120.805208,N,31.999023,44,26.26,0,0,5.76,0,272,3.2,2,2,0.5496,10000
315792,1905030001,1,0,2021/4/13 18:21,E,120.8052,N,31.99903,45,26.28,0,0,9.79,0,247,2.8,2,2,0.6048,10000
315789,1905030001,1,0,2021/4/13 18:15,E,120.805188,N,31.999043,44,26.26,0,0,15.87,0,360,2.6,2,2,0.5408,10000
315786,1905030001,1,0,2021/4/13 18:09,E,120.805155,N,31.999061,45,26.28,0,0,19.45,0,200,2.8,2,2,0.5768,10000
315782,1905030001,5,0,2021/4/13 18:04,E,120.80513,N,31.99907,44,26.29,0,0,25.26,0,21,3.1,2,2,0.4448,10000
315778,1905030001,1,0,2021/4/13 17:58,E,120.805121,N,31.999071,45,26.29,0,0,26.22,0,360,3.4,3,1,0.5696,10000
315774,1905030001,1,0,2021/4/13 17:52,E,120.805113,N,31.999076,44,26.28,0,0,26.25,0,74,3.2,2,2,0.5368,10000
315770,1905030001,1,0,2021/4/13 17:47,E,120.80509,N,31.999074,45,26.29,0,0,26.26,0,225,4.1,3,2,0.6864,10000
315766,1905030001,5,0,2021/4/13 17:41,E,120.805075,N,31.999087,44,26.29,0,0,26.28,0,28,3.1,2,2,0.4208,10000
315762,1905030001,5,0,2021/4/13 17:35,E,120.805065,N,31.999087,45,26.29,0,0,26.28,0,169,2.8,2,1,0.8456,10000
315758,1905030001,1,0,2021/4/13 17:29,E,120.805057,N,31.99909,45,26.29,0,0,26.28,0,242,3.7,3,1,0.5552,10000
315754,1905030001,1,0,2021/4/13 17:24,E,120.805051,N,31.999086,44,26.29,0,0,26.29,0,360,4.1,3,1,0.5384,10000
315750,1905030001,1,0,2021/4/13 17:18,E,120.805037,N,31.999107,44,26.29,0,0,26.3,0,213,4.1,3,2,0.5608,10000
315746,1905030001,5,0,2021/4/13 17:12,E,120.805042,N,31.999108,45,26.3,0,0,26.32,0,264,3.1,2,1,0.4648,10000
315742,1905030001,1,0,2021/4/13 17:07,E,120.805038,N,31.999106,44,26.29,0,0,26.32,0,187,4.1,3,1,0.5152,10000
315738,1905030001,1,0,2021/4/13 17:01,E,120.805038,N,31.999107,44,26.29,0,0,26.33,0,201,4.4,3,1,0.5008,10000
315734,1905030001,1,0,2021/4/13 16:55,E,120.805035,N,31.999114,46,26.3,0,0,26.33,0,84,2.5,2,1,0.4544,10000
315730,1905030001,1,0,2021/4/13 16:49,E,120.805033,N,31.999118,45,26.3,0,0,26.36,0,37,2.5,2,1,0.44,10000
315726,1905030001,5,0,2021/4/13 16:44,E,120.805028,N,31.999124,46,26.3,0,0,26.34,0,196,2.3,2,1,0.4912,10000
315722,1905030001,5,0,2021/4/13 16:38,E,120.805029,N,31.99913,46,26.3,0,0,26.36,0,267,3,2,1,0.4808,10000
315718,1905030001,5,0,2021/4/13 16:32,E,120.805024,N,31.999141,45,26.3,0,0,26.36,0,21,2.2,2,1,0.4832,10000
315714,1905030001,1,0,2021/4/13 16:26,E,120.805028,N,31.999135,45,26.32,0,0,26.36,0,14,2.3,2,2,0.4552,10000
315710,1905030001,5,0,2021/4/13 16:21,E,120.805024,N,31.999137,44,26.32,0,0,26.37,0,132,2.1,2,1,0.504,10000
315706,1905030001,5,0,2021/4/13 16:15,E,120.805018,N,31.999137,45,26.3,0,0,26.36,0,288,2.6,2,1,0.5448,10000
315702,1905030001,1,0,2021/4/13 16:09,E,120.805015,N,31.999139,44,26.32,0,0,26.36,0,360,2.3,2,1,0.5568,10000
315698,1905030001,1,0,2021/4/13 16:04,E,120.805016,N,31.999136,45,26.3,0,0,26.37,0,11,2.8,2,1,0.46,10000
315694,1905030001,5,0,2021/4/13 15:58,E,120.80501,N,31.999138,45,26.3,0,0,26.36,0,174,2.7,2,1,0.5664,10000
315690,1905030001,5,0,2021/4/13 15:52,E,120.805001,N,31.999131,45,26.3,0,0,26.37,0,143,1.9,2,1,0.512,10000
315686,1905030001,5,0,2021/4/13 15:46,E,120.805001,N,31.999135,44,26.3,0,0,26.36,0,269,3.2,2,1,0.4784,10000
315682,1905030001,1,0,2021/4/13 15:41,E,120.804996,N,31.999145,44,26.32,0,0,26.37,0,79,2,2,7,0.54,10000
315678,1905030001,5,0,2021/4/13 15:35,E,120.804999,N,31.999139,44,26.3,0,0,26.37,0,180,3.1,2,1,0.5376,10000
315674,1905030001,1,0,2021/4/13 15:29,E,120.805005,N,31.999149,43,26.32,0,0,26.36,0,62,1.9,2,1,0.5088,10000
315670,1905030001,5,0,2021/4/13 15:23,E,120.804995,N,31.999146,44,26.32,0,0,26.37,0,243,2.3,2,1,0.5792,10000
315666,1905030001,1,0,2021/4/13 15:18,E,120.804996,N,31.999149,43,26.32,0,0,26.39,0,317,1.5,1,5,0.428,10000
